id,event,time_raw,time_year,dynasty,period,location,province,modern_place,lat,lng,textbook,unit,description,prompt
8A-01-03,签订《南京条约》,1842年8月,1842,清朝,近代史,南京（英舰皋华丽号上）,江苏省,南京市（长江江面）,32.06,118.79,八上,第一单元 侵略与反抗,1842年8月，清政府在英舰「皋华丽号」上与英国签订了中国近代史上第一个不平等条约——《南京条约》。条约规定：割香港岛给英国；开放广州、厦门、福州、宁波、上海五处为通商口岸；赔款2100万银元；英商进出口货物缴纳的税款中国须同英国商定。从此，中国的主权和领土完整遭到严重破坏。,"Qing officials signing the Nanjing Treaty aboard the British warship Cornwallis, unequal terms being recorded on paper, cession of Hong Kong Island marked on a map, the five treaty ports marked with British flags, China's sovereignty being carved away, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-04,第二次鸦片战争,1856-1860年,1856,清朝,近代史,广东→京津,广东/天津/北京,广州、大沽、天津、北京,39,117,八上,第一单元 侵略与反抗,1856—1860年，英法两国为进一步打开中国市场、扩大侵略权益，发动了第二次鸦片战争。1860年英法联军攻入北京，咸丰帝逃往承德避暑山庄。侵略军在北京烧杀抢掠，洗劫并焚毁了举世闻名的皇家园林——圆明园。战后清政府被迫与英、法、俄等国签订了《天津条约》和《北京条约》，中国半殖民地化程度进一步加深。,"Anglo-French expeditionary force marching toward Beijing, cannon bombardment on Dagu fortifications, the allied army entering the capital through breached gates, Treaty of Tianjin documents on a table, escalating foreign incursions into China's interior, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-05,火烧圆明园,1860年10月,1860,清朝,近代史,北京西郊圆明园,北京市,北京市海淀区,40.01,116.3,八上,第一单元 侵略与反抗,1860年10月，英法联军闯入北京西郊的圆明园，大肆抢掠园中的金银珠宝和珍贵文物，抢不走的就打碎毁掉。为掩盖罪行，他们又放火焚烧，大火烧了三天三夜。这座历经清朝五代皇帝、耗时一百五十余年建成的「万园之园」化为一片废墟。火烧圆明园是近代列强侵华史上最野蛮的暴行之一，也是人类文明史上的一场浩劫。,"Anglo-French soldiers rampaging through the Old Summer Palace, looting jade and bronze treasures from palace halls, setting fire to ornate pavilions and gardens, smoke and flames consuming the magnificent imperial garden, the devastating destruction of a cultural masterpiece, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-06,沙俄侵占中国领土,1858-1881年（系列条约）,1860,清朝,近代史,东北和西北边疆,黑龙江/吉林/新疆,黑龙江以北、乌苏里江以东、新疆西北,47,127,八上,第一单元 侵略与反抗,在第二次鸦片战争期间及以后，沙皇俄国趁火打劫，通过《瑷珲条约》《北京条约》《中俄勘分西北界约记》等一系列不平等条约，先后割占了中国东北和西北地区共约一百五十多万平方千米的领土。这是近代中国领土损失最大的一次，相当于今天三个法国的面积。,"Map of Chinese northeastern and northwestern territories being progressively carved away, Russian treaty documents displayed alongside ceded land boundaries, the massive territorial loss of over 1.5 million square kilometers marked in dark shading, tragic erosion of China's frontier sovereignty, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-07,太平天国运动,1851-1864年,1851,清朝（太平天国）,近代史,金田村起义→定都天京,广西→江苏,起于广西桂平金田村，定都南京,23.38,110.07,八上,第一单元 侵略与反抗,1851年，洪秀全在广西桂平金田村发动起义，建号「太平天国」，起义军称「太平军」。1853年太平军攻占南京，改名天京，定为都城，建立起与清政府对峙的政权。太平军一度北伐至天津附近，西征攻占安徽、江西、湖北大片土地。但在中外反动势力的联合镇压下，1864年天京陷落，太平天国运动失败。它是中国历史上规模最大的一次农民战争。,"Taiping rebels marching from Jintian village toward Nanjing, Hong Xiuquan in martial garb leading peasant armies, the Heavenly Kingdom capital at Tianjing with unique banners, the massive peasant war sweeping across southern China, the largest rebellion in Chinese history, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-08,阿古柏侵占新疆 / 左宗棠收复新疆,1865-1878年（收复：1876-1878）,1876,清朝,近代史,新疆各地→伊犁,新疆维吾尔自治区,新疆,42,84,八上,第一单元 侵略与反抗,19世纪60年代，中亚浩罕国军官阿古柏侵入新疆，占领天山南北大片土地，自立为汗。沙俄也趁机出兵占领了伊犁地区。1875年清政府任命左宗棠为钦差大臣督办新疆军务。左宗棠采取「先北后南、缓进急战」的策略，于1878年成功收复了除伊犁以外的新疆全部领土。1884年清政府在新疆设立了行省。,"Zuo Zongtang's Qing army marching westward through Xinjiang's desert passes, cannons and supply wagons advancing along caravan routes, defeated Yakub Beg forces retreating from oasis towns, the recovery of Xinjiang territory step by step, determined military campaign restoring Chinese sovereignty, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-09,甲午中日战争,1894-1895年,1894,清朝,近代史,黄海、朝鲜半岛、辽东、山东,辽宁/山东,黄海海战（大东沟）、威海卫、旅顺,38.5,122,八上,第一单元 侵略与反抗,1894年7月，日本为实现征服朝鲜、侵略中国、称霸世界的梦想，发动了甲午中日战争。在黄海海战中，致远舰管带邓世昌率舰冲向敌舰不幸被鱼雷击中，全舰官兵壮烈殉国。1895年初日军攻陷威海卫，北洋舰队全军覆没。这场战争以中国的惨败而告终，清政府被迫签订了丧权辱国的《马关条约》。,"Naval battle on the Yellow Sea, Chinese ironclad warships engaging Japanese fleet, the Zhiyuan vessel charging toward enemy ships under Deng Shichang's command, shells exploding on deck, tragic sinking of the heroic warship, the devastating defeat of the Beiyang Fleet, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-10,签订《马关条约》,1895年4月,1895,清朝,近代史,日本马关（今下关）,日本,日本山口县下关市,33.95,130.93,八上,第一单元 侵略与反抗,1895年4月，李鸿章在日本马关（今下关）春帆楼与日本首相伊藤博文签订了《马关条约》。条约主要内容：割让辽东半岛（后因俄德法三国干涉还辽、中国以三千万两白银赎回）、台湾全岛及所有附属岛屿、澎湖列岛给日本；赔偿日本军费白银二亿两；增开沙市、重庆、苏州、杭州为通商口岸；允许日本在通商口岸开设工厂。条约大大加深了中国半殖民地化程度。,"Qing diplomat Li Hongzhang signing the Shimonoseki Treaty at Chunfanlou, Japanese Prime Minister Ito Hirobumi across the table, the cession of Taiwan and Liaodong marked on the map, massive indemnity figures recorded, deepening semi-colonial subjugation of China, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-11,戊戌变法（百日维新）,1898年6-9月,1898,清朝,近代史,北京,北京市,北京市,39.9,116.4,八上,第二单元 近代化的探索,《马关条约》签订的消息传到北京后，正在参加会试的康有为和梁启超联合各省举人上书光绪帝，反对议和请求变法（史称「公车上书」）。1898年6月，光绪帝颁布「明定国是」诏书宣布变法，先后发布了一系列改革政令。但变法触动了顽固派的利益，9月慈禧太后发动政变囚禁光绪帝、逮捕维新派。谭嗣同、刘光第、林旭、杨锐、杨深秀、康广仁六人被杀（「戊戌六君子」），变法仅持续103天即告失败。,"Kang Youwei and Liang Qichao leading scholars in a protest rally outside the imperial palace, Emperor Guangxu issuing reform edicts from the throne, new policies being posted on city walls, the dramatic hundred-day reform before Empress Cixi's coup ending it all, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-12,义和团运动,1899-1901年,1900,清朝,近代史,山东→直隶→京津,山东/河北/北京/天津,山东起，发展到京津,37.5,117,八上,第一单元 侵略与反抗,甲午中日战争后，列强掀起了瓜分中国的狂潮，民族危机空前加深。1898年，以农民为主体的义和团运动在山东兴起，提出了「扶清灭洋」的口号，1900年发展到京津地区。义和团运动是一场反帝爱国运动，粉碎了列强瓜分中国的迷梦，但带有浓厚的迷信色彩和盲目排外的局限性。,"Boxer rebels in red headbands marching through Shandong villages toward Beijing, rural practitioners demonstrating martial arts, slogans opposing foreign aggression, the anti-imperialist movement spreading across the north China plain, the desperate popular uprising against foreign domination, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-13,八国联军侵华,1900-1901年,1900,清朝,近代史,京津地区,北京/天津,北京、天津,39.9,116.4,八上,第一单元 侵略与反抗,1900年6月，为镇压义和团运动和保护在华侵略利益，英、美、俄、日、法、德、意、奥八国组成联军，发动了侵华战争。8月联军攻入北京，慈禧太后携光绪帝逃往西安。侵略军在北京烧杀淫掠，犯下了滔天罪行。1901年列强迫使清政府签订了《辛丑条约》。,"Eight-nation allied forces marching through Beijing streets with multiple national flags, foreign soldiers occupying the imperial city, Cixi and Guangxu fleeing toward Xi'an, looting and burning in the capital, the humiliating foreign military occupation of China's center of power, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-14,签订《辛丑条约》,1901年9月,1901,清朝,近代史,北京,北京市,北京市,39.9,116.4,八上,第一单元 侵略与反抗,1901年（农历辛丑年），清政府与英、美、俄、日、法、德、意、奥以及比利时、西班牙、荷兰共11国签订了《辛丑条约》。主要内容：赔偿白银4.5亿两（本息合计约9.8亿两），以海关等税收作担保；保证严禁人民参加反帝活动；拆毁大沽炮台，允许外国军队驻扎北京到山海关铁路沿线要地；划定北京东交民巷为使馆界，不准中国人居住。条约使清政府完全成为帝国主义统治中国的工具，中国完全沦为半殖民地半封建社会。,"Qing officials signing the Boxer Protocol in Beijing before representatives of eleven nations, the massive indemnity figures displayed, humiliating terms being recorded, foreign troops stationed along railway lines, China reduced to a complete semi-colonial dependency, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-02-01,洋务运动,19世纪60-90年代,1865,清朝,近代史,上海、天津、福州、武汉等地,上海/天津/福建/湖北,上海（江南制造总局）、福州（船政局）、天津等地,31.23,121.47,八上,第二单元 近代化的探索,19世纪60—90年代，清朝统治集团内部的洋务派以「自强」「求富」为口号，掀起了一场学习西方先进技术的洋务运动。前期以「自强」为主，创办了安庆内军械所、江南制造总局、福州船政局等军事工业；后期以「求富」为主，创办了轮船招商局、开平煤矿、汉阳铁厂、湖北织布局等民用企业。洋务运动虽然没有使中国走上富强的道路，但在客观上促进了中国民族资本主义的产生和发展。,"Li Hongzhang inspecting the Jiangnan Arsenal in Shanghai, Chinese workers operating modern steam-powered machinery, Western-style warships being constructed in shipyards, new factories producing modern weapons, the Self-Strengthening Movement bringing industrial technology to China, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-02-02,辛亥革命[武昌起义],1911年10月10日,1911,清朝末期,近代史,湖北武昌,湖北省,武汉市武昌区,30.58,114.31,八上,第三单元 资产阶级民主革命,洋务运动后期，洋务派认识到需要培养翻译和军事人才。1862年，洋务派在北京创办了京师同文馆，是中国第一所新式学堂，培养翻译和外交人才。随后各地兴办了一批新式学堂，为近代中国培养了一批科技、军事和外语人才，开启了中国教育的近代化历程。,"Wuchang uprising night scene, revolutionary soldiers firing rifles from the barracks gate, rebel forces storming the Hubei military government building, the October 10th spark igniting nationwide revolution, dramatic midnight battle launching the Xinhai Revolution, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
